Date : Fri Oct 13 04:16:02 KST 2017, Who : Patrick, VRCode : STDVIV30, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETPVR15, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETPVR16, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDWII58, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBVRB94, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETPVR17, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : MOBVRB97, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETPVR18, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : SETPVR25, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : MOBVRB98, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETPVR19, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : STDVIV35, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Chris, VRCode : SETPVR26, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :STDWII59, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETPVR20, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 9, VRCode :STDVIV30, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : MOBVRB99, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBVRB95, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : SETPVR27, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETPVR21, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : MOBDLO100, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 9, VRCode :STDVIV31, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBVRB96, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : MOBDLO101, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETPVR22, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETPVR23, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : STDVIV36, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : MOBDLO102, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETPVR24, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : MOBDLO103, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 9, VRCode :STDVIV32, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Chris, VRCode : STDVIV37, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : MOBDLO104, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Samuel, VRCode : MOBDLO105, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 9, VRCode :STDVIV33, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : SETPVR28, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 9, VRCode :STDVIV34, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : STDVIV38, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBVRB97, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETPVR25, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBVRB98, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : STDVIV39, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 9, VRCode :STDVIV35, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETPVR26, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBVRB99, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : SETPVR29, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : SETOCC00, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : STDKIN40, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETPVR27, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : SETOCC01, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : SETOCC02, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : MOBDLO106, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : MOBDLO107, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : STDKIN41, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : STDKIN42, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : SETOCC03, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBDLO100, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBDLO101, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : SETOCC04, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : STDKIN43, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 9, VRCode :STDVIV36, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Samuel, VRCode : STDKIN44, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBDLO102, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBDLO103, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Samuel, VRCode : STDKIN45, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : SETOCC05, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Samuel, VRCode : SETOCC06, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 9, VRCode :STDVIV37, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : MOBDLO108, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBDLO104, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :MOBDLO105, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETPVR28, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 9, VRCode :STDVIV38, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : SETOCC07, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 9, VRCode :STDVIV39, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : MOBDLO109, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 8, VRCode :SETPVR29, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : STDKIN46, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 9, VRCode :SETOCC00, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : MOBSVR70, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 9, VRCode :STDKIN40, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : STDKIN47, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 9, VRCode :SETOCC01, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : SETOCC08, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : STDKIN48, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : MOBSVR71, isRenting : true
